OBJECTID;Name;Exposition;Hangneig;Woelbung;TWIndex;LS-Faktor;Pfad_Fluss;Pfad_Dorf
693;B0694;156,8009949;1,768429995;-9,508890152;-11,23690033;5,560460091;4966,810059;3327,159912
694;B0695;311,1860046;9,78057003;-3,877089977;-14,82800007;3,407160044;5106,220215;3088,090088
695;B0696;164,0549927;3,378129959;-1,568650007;-10,86520004;5,990459919;5054,47998;2322,419922
696;B0697;62,87870026;10,57820034;1,63440001;-13,46490002;4,293829918;5165,620117;2230,929932
697;B0698;147,2649994;15,10379982;-5,980259895;-15,37450027;3,368139982;5258,5;2442,040039
698;B0699;224,0910034;19,86190033;6,992239952;-15,91549969;3,254029989;4908,379883;2330,689941
699;B0700;146,6340027;11,25599957;1,501809955;-14,62049961;3,889800072;5423,640137;1612,290039
700;B0701;206,5650024;2,076669931;-3,935179949;-11,84259987;4,817389965;5768,459961;1876,920044
701;B0702;105,2549973;5,28178978;-0,159705997;-17,63260078;1,863160014;5870,709961;1786,810059
702;B0703;139,3990021;8,503089905;-15,22669983;-12,58640003;5,345970154;5963,640137;1686,410034
703;B0704;164,5390015;11,18290043;-11,94839954;-13,74909973;4,420350075;6080,25;1568,959961
704;B0705;21,80139923;4,990809917;-6,887070179;-12,9282999;4,658060074;6125,589844;1517,920044
705;B0706;86,98719788;4,410699844;-68,70040131;-11,50930023;5,517300129;6274,370117;1388,290039
706;B0707;250,4629974;14,93350029;-15,77330017;-14,85949993;3,71826005;6349,310059;1354,839966
707;B0708;313,8540039;15,99880028;-2,306269884;-16,12999916;3,039319992;6289,089844;1389,650024
708;B0709;274,0859985;6,492479801;-13,06639957;-13,52519989;3,856080055;5868,160156;2024,819946
709;B0710;203,9620056;9,074139595;-11,41720009;-13,71269989;4,086219788;3519,100098;2267,340088
710;B0711;35,53770065;1,997339964;-8,057149887;-10,16619968;5,861999989;3476,669922;2251,100098
711;B0712;282,2650146;5,450719833;-16,99799919;-14,91580009;2,825730085;3492,310059;1364,47998
712;B0713;236,3099976;3,346179962;-6,374660015;-15,67399979;1,817829967;3626,149902;1375,01001
713;B0714;45;3,281349897;-24,99090004;-13,85039997;3,382810116;3678,689941;1698,810059
714;B0715;84,80560303;2,563910007;9,990989685;-4,278979778;4,882880211;3474,97998;1555,660034
715;B0716;119,427002;19,95389938;-5,395420074;-16,42970085;2,947949886;3684,429932;1820,630005
716;B0717;290,2250061;4,692790031;-11,77980042;-10,85980034;6,572889805;5831,02002;2796,639893
717;B0718;300,256012;6,426790237;-34,80810165;-12,01490021;5,972879887;5739,850098;2836,209961
718;B0719;319,7640076;3,949320078;-10,81159973;-12,8458004;3,198940039;5443,649902;3144,48999
719;B0720;84,80560303;2,563910007;-4,095320225;-11,52869987;5,189449787;5170;2889,449951
720;B0721;122,7350006;7,685400009;1,836750031;-11,6619997;5,8678298;5834,640137;3556,75
721;B0722;163,0720062;5,566810131;-4,584869862;-10,78059959;6,530449867;5720,060059;3410,219971
722;B0723;90;1,393409967;-21,55150032;-9,707570076;7,044960022;5690,589844;3311,149902
723;B0724;135;1,970190048;-11,00749969;-3,010449886;6,290400028;5653,290039;3225,330078
724;B0725;255,4660034;6,451509953;1,449139953;-13,73400021;4,4197402;4841,669922;2023,660034
725;B0726;95,71060181;9,256170273;-11,35410023;-14,0383997;4,078770161;4785,819824;2793,209961
726;B0727;155,7720032;10,08320045;0,634021997;-16,02540016;2,794889927;5120,890137;2721,280029
727;B0728;112,7509995;7,760399818;-3,146749973;-13,5060997;4,277969837;4934,299805;2565,409912
728;B0729;104,4209976;16,33139992;-1,253739953;-16,5965004;2,709059954;4531,490234;2583,820068
729;B0730;47,38589859;15,39949989;-1,535770059;-14,12899971;4,332960129;4539,27002;2476,75
730;B0731;64,13359833;16,56030083;-4,350230217;-15,90550041;3,135770082;4362,77002;2581,709961
731;B0732;4,763639927;5,576369762;-0,570649981;-12,36859989;4,860680103;4252,990234;2004,290039
732;B0733;209,9320068;8,775690079;-29,13640022;-8,48472023;9,899290085;4517;1858,599976
733;B0734;334,2900085;6,926710129;-2,818449974;-11,98950005;4,909669876;4456,680176;1832,73999
734;B0735;18,43490028;24,77429962;0,874586999;-17,29859924;2,558500051;4154,439941;1605,310059
735;B0736;24,10219955;18,65130043;-0,739392996;-16,40629959;2,894010067;4305,200195;1593,290039
736;B0737;60,94540024;7,13725996;2,283869982;-14,76679993;3,534240007;4371,399902;1439,98999
737;B0738;327,5289917;3,025749922;8,050430298;-5,776340008;3,619879961;4451,740234;1369,01001
738;B0739;10,00800037;11,85709953;3,985330105;-17,23839951;2,287679911;4350,200195;1294,310059
739;B0740;22,38010025;12,60389996;2,939860106;-15,41409969;3,261919975;4380,089844;1409,640015
740;B0741;63,43489838;3,113300085;1,695009947;-6,934529781;3,868900061;4458,299805;1655,25
741;B0742;63,43489838;3,113300085;-44,00759888;-1,276960015;9,770210266;4552,700195;1586,170044
742;B0743;174,2890015;4,658480167;-9,831560135;-3,937119961;4,665790081;4621,629883;1757,819946
743;B0744;254,4759979;8,613229752;-1,858070016;-15,69089985;2,826240063;4787;1894,98999
744;B0745;203,552002;9,785869598;0,018801;-15,38160038;3,220459938;4943,52002;2226,02002
745;B0746;123,6900024;5,012159824;-1,430879951;-11,27530003;6,134009838;4748,569824;2063
746;B0747;358,0249939;6,709290028;-4,343259811;-14,23149967;3,589289904;4778,600098;2367,120117
747;B0748;225;2,95381999;-22,04630089;-16,41830063;1,94946003;4931,589844;2332,159912
748;B0749;68,96250153;3,231859922;9,692959785;-13,73630047;3,369349957;4702,589844;2130,370117
749;B0750;232,4960022;12,39340019;-0,338319987;-16,04660034;2,806979895;4740,97998;1821,949951
750;B0751;106,6989975;4,838620186;0,315358013;-12,51599979;4,303639889;4829,720215;1652
751;B0752;59,03620148;4,05644989;17,96100044;-6,316440105;3,248660088;4707,649902;1530,25
752;B0753;293,9620056;9,074139595;5,55050993;-14,79319954;3,200200081;4700,439941;1463,109985
753;B0754;199,9830017;5,421299934;5,466169834;-9,214520454;8,925530434;4626,72998;1414,180054
754;B0755;30,0685997;5,086190224;0,590767026;-12,0600996;4,303790092;4320,379883;1192,099976
755;B0756;299,0549927;9,478460312;-4,560750008;-14,9399004;3,427239895;4567,660156;1241,369995
756;B0757;154,9830017;3,839169979;7,991749763;-10,29220009;1,690299988;4444,189941;1231,680054
757;B0758;68,19860077;2,500149965;1,492949963;-16,11070061;1,912549973;4608,569824;1371,23999
758;B0759;34,99200058;5,65226984;-25,6385994;-13,69190025;3,919480085;4642,169922;1227,199951
759;B0760;63,43489838;3,113300085;-20,31010056;-12,21510029;4,523789883;4243,72998;1007,369995
760;B0761;237,0950012;4,692790031;-18,98800087;-7,834579945;12,08150005;4250,850098;938,3959961
761;B0762;213,6900024;8,31608963;9,213139534;-14,64229965;3,240999937;4334,649902;1097,630005
762;B0763;354,8059998;10,15480042;-8,380439758;-15,72809982;2,906389952;6197,189941;1899,800049
763;B0764;343,6099854;8,17607975;-15,6559;-16,03680038;2,597520113;6251,77002;1827,199951
764;B0765;11,30990028;1,18422997;-9,125120163;-11,02830029;5,798180103;6398,890137;1713,219971
765;B0766;245,2250061;6,621850014;-13,00300026;-12,72850037;4,920249939;6300,330078;1829,300049
766;B0767;341,1879883;21,29269981;1,533339977;-17,64349937;2,399580002;4226,350098;555,2260132
767;B0768;77,90519714;6,621850014;-0,32316801;-13,71030045;3,595489979;4144,660156;548,2880249
768;B0769;104,0360031;1,914720058;1,290259957;-13,48719978;3,298049927;4077,280029;565,1430054
769;B0770;321,7099915;5,604959965;-4,891119957;-18,57839966;1,544700027;3939,709961;719,9019775
770;B0771;327,9949951;4,374139786;-3,270699978;-13,42380047;3,994199991;4033,419922;779,1380005
771;B0772;63,43489838;6,208320141;-5,333429813;-13,53030014;3,972549915;3853,719971;980,677002
772;B0773;146,8890076;6,352039814;-5,187399864;-15,66300011;2,433520079;3588,669922;1072,640015
773;B0774;20,46229935;16,16760063;-0,506973028;-16,71409988;2,606080055;3869,98999;778,8560181
774;B0775;90;5,096680164;3,308569908;-12,24450016;4,792749882;3518,22998;1518,27002
775;B0776;90;1,393409967;7,197619915;-6,048540115;3,057879925;3380,379883;1590,800049
776;B0777;51,34019852;2,971970081;-1,581689954;-7,675739765;2,947860003;3130,26001;1340,680054
777;B0778;225;0,656958997;-39,41070175;-11,83250046;1,452620029;3432,360107;1642,780029
778;B0779;108,4349976;2,202519894;-5,577429771;-12,99860001;3,538830042;2994,209961;1204,630005
779;B0780;29,05459976;4,77188015;-8,804889679;-14,16689968;3,442610025;3157,439941;1367,920044
780;B0781;302,0050049;4,374139786;-28,86720085;-13,66399956;3,80685997;3101,850098;1312,329956
781;B0782;250,345993;6,873030186;-1,207159996;-12,57989979;4,832300186;3078,02002;1290,660034
782;B0783;115,2009964;8,661700249;-4,898560047;-15,01980019;3,437510014;2863,639893;1192,77002
783;B0784;126,2539978;4,3125;-19,62059975;-11,93089962;5,072879791;2971,659912;1182,130005
784;B0785;95,71060181;4,658480167;-27,67060089;-15,4197998;2,639859915;2586,52002;1517,849976
785;B0786;246,8009949;1,768429995;-10,53460026;-3,739850044;5,450930119;6088,220215;1533,5
786;B0787;203,1990051;3,533499956;-9,241649628;-11,47019958;6,233419895;6178,549805;1595,23999
787;B0788;113,1989975;1,768429995;-18,78849983;-8,973010063;6,947020054;6304,200195;1591,400024
788;B0789;171,0269928;4,45897007;-61,60889816;-17,26169968;1,899919987;6199,490234;1582,130005
789;B0790;183,3659973;3,949320078;-21,66990089;-11,01029968;5,81828022;6356,990234;1345,170044
790;B0791;171,8699951;9,759320259;-12,27470016;-14,29069996;3,739629984;6515,459961;1138,609985
791;B0792;344,3580017;6,008220196;9,461460114;-13,0994997;4,106999874;6449,640137;1201,359985
792;B0793;165,0690002;7,174190044;10,16049957;-16,47699928;2,361530066;6650,509766;1568,790039
793;B0794;327,8039856;7,370240211;-13,03859997;-17,48530006;1,961770058;5511;1366,380005
794;B0795;249,3049927;11,03509998;0,137703001;-15,89070034;2,847779989;7483,759766;1042,849976
795;B0796;233,470993;15,23970032;-1,087520003;-16,32419968;2,793270111;7386,089844;1078,25
796;B0797;345,1919861;20,04299927;-4,8854599;-15,90909958;3,214370012;5821,339844;1970,430054
797;B0798;348,1109924;17,47719955;2,990430117;-15,19740009;3,529639959;5720,129883;1856,410034
798;B0799;50,35580063;10,44079971;-12,3302002;-10,51679993;8,768930435;5751,609863;1693,829956
799;B0800;92,7263031;4,871640205;-3,638190031;-7,41091013;2,604759932;5402,77002;1777,859985
800;B0801;125,4069977;22,4326992;0,811771989;-16,57460022;2,718830109;5225,819824;1772,97998
801;B0802;126,8700027;2,321530104;-30,95560074;-7,25578022;3,492899895;5823,080078;1376,51001
802;B0803;346,5350037;16,48740005;6,225500107;-15,48620033;2,786809921;5432,089844;337,3760071
803;B0804;161,5650024;5,855800152;5,634049892;-5,188370228;4,061709881;5371,140137;310,098999
804;B0805;114,4440002;2,804409981;-19,67519951;-10,43220043;5,186220169;4737,919922;1039,290039
805;B0806;102,8040009;10,36629963;-51,8783989;-8,258529663;2,538450003;5245,160156;945,7509766
806;B0807;87,79740143;11,91279984;-6,67884016;-2,168849945;8,554570198;5348,75;964,6859741
807;B0808;229,7640076;3,949320078;-60,13190079;-1,407510042;9,550149918;5427,319824;1031,27002
808;B0809;48,17979813;17,22739983;-51,97880173;-8,878250122;2,374739885;7287,27002;1164,699951
809;B0810;66,03749847;4,565700054;6,312129974;-3,679260015;7,253859997;7078,089844;1175,349976
810;B0811;65,55599976;2,804409981;-28,56719971;-2,820480108;7,359650135;6968,919922;1194,300049
811;B0812;0;0,929039001;-27,05480003;-2,676280022;6,742959976;4854,919922;892,2670288
812;B0813;65,22489929;13,07139969;-21,55120087;-10,43869972;8,770059586;4410,100098;427,7279968
813;B0814;117,5530014;11,87860012;-1,007719994;-13,52089977;4,70152998;4037,01001;349,7349854
814;B0815;341,5650024;2,935570002;-11,10200024;-8,458550453;8,84307003;4255,609863;237,7599945
815;B0816;143,1300049;2,321530104;-13,96020031;-12,01150036;4,882080078;4091,350098;219,7799988
816;B0817;101,3099976;2,367449999;-25,23469925;-6,00676012;12,50570011;4237,799805;133,9389954
817;B0818;203,1990051;3,533499956;-6,788990021;-15,12199974;2,325969934;4086,620117;42,94350052
818;B0819;39,50770187;16,67329979;-4,728079796;-15,04069996;3,164340019;3758,959961;668,0380249
819;B0820;93,36650085;7,861470222;-12,96409988;-1,763589978;8,10999012;3610,679932;819,2399902
820;B0821;2,602560043;10,12419987;-55,90980148;-8,93171978;10,0237999;3581,389893;1178,219971
821;B0822;103,0790024;22,39360046;-3,701809883;-16,69680023;2,764199972;3636,719971;1222,189941
822;B0823;59,03620148;5,401599884;-12,8366003;-10,02690029;1,773149967;4256,959961;646,7399902
823;B0824;195,7510071;9,329039574;-0,939714015;-13,50349998;3,493010044;4093,040039;303,0920105
824;B0825;329,0360107;1,354159951;-34,03129959;-1,144880056;11,1402998;4224,47998;237,5019989
825;B0826;50,19440079;17,56940079;-11,02869987;-15,77740002;3,281889915;4638,140137;796,3060303
826;B0827;90;3,711280107;-54,6106987;-2,29460001;7,413259983;4636,410156;801,8989868
827;B0828;18,43490028;2,935570002;-34,87879944;-1,283849955;8,908309937;4790,759766;926,6309814
828;B0829;18,43490028;4,398550034;-42,3302002;-8,10326004;8,233980179;4609,25;700,7410278
829;B0830;80,417099;17,56669998;-1,800709963;-16,61269951;2,601079941;4652,560059;743,9119873
830;B0831;206,2220001;16,84530067;0,653843999;-15,63239956;2,950079918;9362,799805;1478,079956
831;B0832;96,34020233;4,199240208;-34,48989868;-5,496379852;4,397160053;9191,759766;177,2879944
832;B0833;143,1300049;2,321530104;-24,1711998;-3,097460032;6,17054987;9051,410156;43,18730164
833;B0834;296,5650024;1,038669944;-68,8234024;-0,645125985;10,07699966;8234,980469;829,6300049
834;B0835;230,1940002;17,56940079;-11,89120007;-13,22290039;4,599470139;8123,720215;735,835022
835;B0836;255,0180054;16,59230042;-15,96119976;-5,894760132;4,072710037;8131,509766;1116,569946
836;B0837;162,8970032;6,293270111;-24,41259956;-1,825909972;7,993060112;7790,990234;1495,579956
837;B0838;87,70939636;16,92490005;-1,310770035;-15,4296999;3,443200111;8248,950195;232,8040009
838;B0839;157,0359955;14,56219959;-7,281690121;-14,68290043;3,906409979;8133,609863;298,9289856
839;B0840;216,8699951;4,6354599;-21,06640053;-9,025270462;9,486359596;8030,810059;342,9370117
840;B0841;84,80560303;5,117579937;-1,22458005;-11,56529999;5,148340225;8245,589844;176,8659973
841;B0842;225;1,642019987;-8,251270294;-0,530515015;10,31060028;8439,19043;73,58580017
842;B0843;315;1,313740015;4,700290203;-11,85900021;1,773110032;8939,730469;219,8829956
843;B0844;270;5,557229996;4,421800137;-6,466199875;3,145709991;8936,519531;268,1329956
844;B0845;217,875;2,646519899;-13,88869953;-9,88064003;1,744989991;8798,330078;103,6910019
845;B0846;51,84280014;16,10460091;-5,901070118;-14,86750031;3,087270021;8948,679688;293,4930115
846;B0847;43,72700119;14,47019958;-3,615679979;-14,3270998;3,075649977;9095,490234;377,302002
847;B0848;192,4259949;13,76229954;-23,86470032;-12,10690022;6,33991003;8575,879883;885,9329834
848;B0849;151,6990051;3,425489902;-3,577689886;-14,64610004;2,810719967;8689,860352;1104,030029
849;B0850;68,19860077;7,462709904;4,391210079;-15,77719975;2,562740088;8503,929688;1247,060059
850;B0851;270;0,464549989;-38,69829941;-4,196730137;5,639379978;8905,629883;904,0510254
851;B0852;251,5650024;0,734493971;0,140842006;-5,715549946;4,045100212;8746,639648;1093,430054
852;B0853;255,2559967;4,55396986;2,637049913;-16,04450035;2,078190088;8590,280273;1270,22998
853;B0854;300,9639893;4,05644989;-1,13301003;-12,20059967;3,518440008;8083;1251,160034
854;B0855;239,0359955;1,354159951;-30,3689003;-10,86699963;1,777230024;8306,019531;1291,609985
855;B0856;46,78990173;10,40120029;8,319860458;-15,39760017;2,966010094;8030,810059;1008,02002
856;B0857;119,7450027;3,740080118;5,010449886;-11,99310017;1,571969986;8181,100098;1207,949951
857;B0858;185,1940002;2,563910007;-24,21870041;-5,751840115;3,726550102;7938,580078;755,9089966
858;B0859;199,798996;6,14812994;-3,628530025;-13,2968998;2,835050106;8127,959961;983,0269775
859;B0860;256,4299927;6,896090031;-29,64340019;-13,39770031;4,345950127;8658,730469;1452,02002
860;B0861;219,2890015;3,297679901;-12,69040012;-9,435620308;7,269639969;8241,700195;552,8800049
861;B0862;191,7250061;12,37699986;-14,93840027;-15,83759975;2,989710093;8410,080078;450,5299988
862;B0863;135;4,262539864;-16,60300064;-10,27110004;6,155179977;8551,240234;562,992981
863;B0864;161,5650024;2,935570002;-5,155099869;-1,503260016;8,487770081;8251,599609;1501,619995
864;B0865;101,689003;13,50199986;-40,47589874;-12,26080036;5,149469852;8204,830078;1444,040039
865;B0866;45;6,541309834;-21,82430077;-6,563250065;3,099080086;8775,230469;475,6380005
866;B0867;116,5650024;1,038669944;-1,904569983;-11,3512001;1,596899986;7660,129883;644,9749756
867;B0868;231,0090027;12,35649967;-2,078490019;-15,28810024;2,448309898;7629,990234;857,4359741
868;B0869;257,7349854;10,80449963;-2,051130056;-11,61100006;4,647600174;7325,689941;648,848999
869;B0870;123,6900024;1,674520016;0,559467971;-6,861450195;3,831470013;7721,680176;318,9590149
870;B0871;323,1300049;4,6354599;-0,038415398;-10,58850002;2,026609898;7693,779785;318,9259949
871;B0872;135;4,262539864;16,11750031;-11,20689964;2,018239975;7791,620117;263,2869873
872;B0873;63,43489838;1,038669944;-2,979959965;-7,049960136;3,33468008;7905,970215;116,8639984
873;B0874;186,5820007;11,98099995;-1,594460011;-14,7954998;3,776439905;8033,72998;30,34910011
874;B0875;216,8699951;2,321530104;2,948950052;-10,43669987;1,847190022;7838,569824;164,871994
875;B0876;41,82020187;5,901050091;-31,23509979;-6,944570065;12,62180042;7838,879883;331,1159973
876;B0877;167,8000031;17,06290054;2,022710085;-16,57600021;2,693030119;7917,939941;246,7879944
877;B0878;169,7779999;14,10560036;-2,561150074;-17,02770042;2,317070007;7892,75;202,2279968
878;B0879;135;1,642019987;4,147109985;-0,139485002;12,34500027;7837,799805;207,772995
879;B0880;270;5,096680164;-20,79920006;-4,783400059;4,404379845;9604,330078;1036,589966
880;B0881;180;0,464549989;-44,30139923;-5,502759933;3,42843008;9756,759766;1185,689941
881;B0882;161,5650024;6,581709862;9,263460159;-8,33784008;2,299880028;9698,719727;1128,189941
882;B0883;135;0,985383987;-16,06469917;-7,372739792;3,126209974;9236,490234;665,4199829
883;B0884;115,0169983;11,38259983;-5,052050114;-7,336490154;2,66050005;9443,709961;872,6409912
884;B0885;218,1569977;8,214509964;-5,570970058;-0,616766989;10,29740047;9439,070313;981,7210083
885;B0886;125,538002;1,997339964;-81,56749725;-0,251212001;11,03380013;8514,860352;104,3079987
886;B0887;266,9869995;4,410699844;-0,303041011;-0,653147995;10,22270012;9615,549805;1117,400024
887;B0888;100,9229965;13,24330044;-2,058209896;-5,125889778;4,131239891;9610,339844;1153,410034
888;B0889;97,88310242;28,01539993;-12,13309956;-18,47629929;2,115969896;8815,280273;401,9460144
889;B0890;312,6140137;7,841370106;14,12269974;-9,507659912;2,037990093;8307,349609;226,6089935
890;B0891;334,7990112;8,661700249;-9,391839981;-7,401879787;12,54559994;7977,97998;103,6750031
891;B0892;235,7839966;13,77320004;-8,964489937;-5,837530136;3,568039894;8343,019531;628,5650024
892;B0893;118,6100006;11,48550034;-25,7928009;-8,989609718;2,26244998;7984,509766;317,1759949
893;B0894;169,6950073;5,17979002;-35,60710144;-4,501379967;4,659939766;7810,390137;85,91020203
894;B0895;162,2550049;12,01490021;-7,483469963;-13,34000015;3,895560026;7876,649902;152,1730042
895;B0896;31,7595005;5,717840195;-60,18669891;-8,659770012;2,482470036;7509,02002;215,6340027
896;B0897;92,91079712;13,46850014;2,053149939;-6,882750034;2,89425993;7235,529785;488,9639893
897;B0898;45;1,313740015;-1,239719987;-2,379950047;8,124369621;7395,680176;331,7059937
898;B0899;207,8970032;4,45897007;-12,10400009;-9,66149044;2,100140095;7307,830078;526,5599976
899;B0900;120,0690002;10,09350014;2,278670073;-14,4442997;2,887650013;7378,140137;601,6669922
900;B0901;143,9730072;6,293270111;-27,82699966;-5,080239773;4,593160152;7317,439941;625,6519775
901;B0902;194,0359955;1,914720058;-3,731760025;-8,186630249;2,757570028;7213,589844;690,7520142
902;B0903;27,47439957;6,516940117;-5,657899857;-6,305709839;4,197899818;7063,740234;753,5889893
903;B0904;9,462320328;2,823519945;0,540636003;-9,817390442;2,735320091;7099,680176;632,1699829
904;B0905;142,5950012;4,958600044;2,086999893;-5,395020008;3,914750099;7135,439941;600,1890259
905;B0906;213,6900024;1,674520016;-38,89450073;1,845589995;16,58329964;7100,870117;623,6019897
906;B0907;45;0,985383987;-13,58040047;2,400089979;18,6114006;6963,859863;999,1480103
907;B0908;341,5650024;0,734493971;0,372193009;-8,412039757;2,537260056;6877,990234;225,0050049
908;B0909;4,573919773;11,49440002;17,67910004;-16,14599991;2,172329903;7003,549805;402,2590027
909;B0910;21,37059975;5,717840195;15,34179974;-8,422670364;2,163840055;7006,720215;353,6700134
910;B0911;172,2079926;21,24230003;-1,899860024;-16,30610085;2,636850119;7395,620117;608,2999878
911;B0912;285,2550049;2,646519899;-12,68900013;-5,219130039;4,036799908;7214,299805;455,0429993
912;B0913;255,9640045;1,914720058;-21,09210014;-8,685210228;2,536570072;7216,649902;457,4360046
913;B0914;33,69010162;5,012159824;0,392163008;-10,71809959;1,703279972;6693,339844;116,1849976
914;B0915;168,6900024;1,18422997;4,149290085;-13,25139999;1,419330001;6838,009766;103,6070023
915;B0916;250,9420013;13,27359962;-38,79349899;-15,00790024;2,377860069;8913,990234;225,3150024
916;B0917;184,0859985;6,492479801;-3,124560118;-6,231910229;3,336189985;8847,80957;86,37280273
917;B0918;53,13010025;2,321530104;0,844700992;-10,87650013;1,590809941;8826;134,1719971
918;B0919;232,9069977;11,77079964;14,6491003;-13,48719978;3,501780033;8884,330078;275,6109924
919;B0920;192,1439972;18,13890076;4,884719849;-7,620900154;2,526989937;8577,5;422,3479919
920;B0921;98,80680084;16,23940086;4,077390194;-15,68900013;2,89703989;8664,519531;387,1149902
921;B0922;249,3619995;18,4470005;-7,291409969;-15,49600029;2,696190119;8246,120117;693,7709961
922;B0923;58,39250183;7,0553298;-5,981910229;-15,40470028;1,876199961;7674,120117;1304,910034
923;B0924;243,4349976;6,208320141;1,089969993;0,359351993;10,98480034;7693,640137;1251,209961
924;B0925;271,8479919;7,166820049;-16,78890038;-15,05370045;2,015280008;7632,990234;1224,949951
925;B0926;315;1,313740015;2,431600094;-7,090950012;2,82088995;7590,089844;1182,050049
926;B0927;139,9700012;7,540040016;0,552569985;-5,472879887;3,898799896;7655,939941;1176,540039
927;B0928;161,5650024;8,026949883;-10,99919987;-8,899390221;2,226330042;7466,580078;1008,109985
928;B0929;108,4349976;5,127999783;4,596250057;-9,923370361;2,054349899;7338,069824;879,257019
929;B0930;304,5090027;17,47719955;25,93530083;-13,90330029;3,843349934;7384,759766;1044,900024
930;B0931;176,1860046;3,487620115;-10,08049965;-4,606569767;4,64180994;7209,370117;749,2960205
931;B0932;338,9620056;6,44328022;-30,47940063;-10,10099983;1,756530046;7075,430176;667,2189941
932;B0933;118,6100006;11,48550034;-0,122823998;-12,64630032;3,796580076;7136,109863;692,3259888
933;B0934;336,8009949;15,5291996;-6,600440025;-16,01530075;2,56855011;7180,370117;941,882019
934;B0935;168,6900024;1,18422997;-7,43569994;-2,03395009;8,447130203;7213,060059;873,2399902
935;B0936;180;2,321530104;-65,53109741;-8,755270004;2,299030066;7203,959961;795,8889771
936;B0937;154,5370026;10,68000031;-80,43800354;-14,73750019;2,713310003;7403,120117;974,3829956
937;B0938;315;0,985383987;4,595809937;-8,485819817;7,657999992;7276,819824;966,9699707
938;B0939;168,6900024;10,53909969;13,25209999;-11,08310032;7,122749805;7544,990234;1043,560059
939;B0940;195,9450073;3,378129959;-23,70549965;-9,508669853;2,00673008;6941,540039;509,3819885
940;B0941;131,6340027;5,576369762;-25,18090057;-6,472109795;3,156090021;6963,990234;490,7770081
941;B0942;32,15230179;18,53059959;-3,120140076;-16,07729912;2,205739975;6903,189941;467,4230042
942;B0943;337,6199951;4,262539864;-20,81599998;3,848850012;0;6850,950195;677,1459961
943;B0944;167,7350006;10,80449963;-6,244140148;-7,846429825;2,75654006;6873,879883;608,7960205
944;B0945;109,2900009;18,96349907;-16,26959991;-16,69050026;2,773040056;6406,810059;377,348999
945;B0946;93,36650085;11,70129967;-7,17057991;-12,75699997;4,485020161;6473,799805;285,618988
946;B0947;358,1520081;7,166820049;2,04895997;-7,163680077;3,012680054;6453,399902;335,9599915
947;B0948;63,43489838;2,076669931;-16,10420036;-8,363069534;2,952199936;6401,359863;606,085022
948;B0949;40,36449814;12,01490021;2,797610044;-14,92269993;2,625819921;6297,640137;634,6389771
949;B0950;236,3099976;1,674520016;-50,1072998;-9,927359581;2,020440102;6607,27002;159,0700073
950;B0951;172,2350006;10,20559978;-38,86790085;-6,980070114;3,003679991;6547,509766;368,2460022
951;B0952;114,1460037;7,34153986;-10,75279999;-10,47389984;7,575880051;6315,25;393,2090149
952;B0953;213,6900024;3,346179962;-4,958469868;-11,21259975;1,644510031;6423,419922;259,177002
953;B0954;48,36650085;5,576369762;-20,80739975;-5,408420086;3,954020023;6550,959961;60,79710007
954;B0955;166,6069946;5,00150013;-18,13489914;-0,260197014;10,93220043;6651,5;122,6709976
955;B0956;97,125;3,740080118;-35,88370132;0,301793009;12,23270035;6602,72998;172,6309967
956;B0957;19,09350014;12,57579994;1,092800021;-14,44769955;3,056659937;6558,439941;116,6070023
957;B0958;315;0,328489989;-6,413310051;-5,741740227;3,652489901;6560,470215;31,63969994
958;B0959;168,6900024;1,18422997;-25,03109932;-6,010200024;3,967740059;6361,930176;414,3829956
959;B0960;281,8210144;10,09860039;-9,058890343;-9,118450165;2,199640036;6386,850098;353,5859985
960;B0961;71,56500244;2,202519894;-18,95639992;0,023646699;13,72329998;6504,459961;636,0529785
961;B0962;204,2279968;10,08320045;4,492879868;-8,281620026;2,526760101;6698,859863;688,9450073
962;B0963;229,7640076;3,949320078;-4,778250217;-8,226240158;2,629349947;6584,899902;527,3319702
963;B0964;236,3099976;6,669690132;22,18659973;0,325634003;12,23630047;6533,279785;325,243988
964;B0965;131,6340027;5,576369762;1,308150053;-8,849399567;1,96183002;6347,359863;515,1589966
965;B0966;157,6199951;12,60389996;-4,546090126;-11,25479984;6,297130108;6073,140137;768,4390259
966;B0967;212,0050049;4,374139786;2,173409939;-1,951439977;7,760059834;6209,72998;2200,48999
967;B0968;180;4,6354599;-19,56060028;-9,20965004;2,267379999;5928,120117;3061,76001
968;B0969;348,6900024;1,18422997;-77,79029846;6,521639824;0;4046,840088;1969,660034
969;B0970;250,345993;13,55379963;-6,38696003;-11,45569992;7,007919788;4159,060059;2136,060059
970;B0971;45;11,34659958;-12,31669998;-7,446630001;10,82489967;3430,040039;1707,109985
971;B0972;357,5100098;10,57330036;-11,24139977;-10,47770023;7,093319893;3215,310059;934,7000122
972;B0973;282,5289917;4,275080204;-2,444979906;-4,201139927;4,412370205;2772,110107;491,0289917
973;B0974;0;1,85758996;-1,670860052;-4,252460003;4,919779778;2700,290039;418,5559998
974;B0975;131,423996;5,251399994;-8,732740402;-8,864930153;7,069340229;2920,76001;634,302002
975;B0976;249,7749939;4,692790031;-4,791759968;-7,700839996;2,9317801;2869,669922;586,2210083
976;B0977;45;0,328489989;-78,0401001;-5,399610043;4,499030113;2802,790039;532,6849976
